Step,Pre-Action,Action,Success,Coverage,Transport Rate,Finished
24,"['use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_2', 'navigate to object RedFire_Region_6', 'use supply Sand on RedFire_Region_4', 'use supply Sand on RedFire_Region_7']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'NavigateTo(RedFire_Region_1)', 'UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)']","[False, False, True, False, False]",1.0,0.9,False
25,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'navigate to object RedFire_Region_6', 'get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_1)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[False, False, True, False, False]",1.0,0.9,False
26,"['navigate to object ReservoirLibre', 'navigate to object ReservoirLibre', 'use supply Sand on RedFire_Region_1', 'use supply Sand on RedFire_Region_1', 'explore']","['NavigateTo(ReservoirLibre)', 'NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'Explore()']","[True, True, True, False, True]",1.0,0.9,False
27,"['get supply ReservoirTaj', 'get supply ReservoirTaj', 'navigate to object RedFire_Region_1', 'navigate to object RedFire_Region_2', 'explore']","['GetSupply(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_2)', 'Explore()']","[True, True, True, True, True]",1.0,0.9,False
28,"['use supply Sand on RedFire_Region_6', 'move Left', 'get supply ReservoirTaj', 'navigate to object ReservoirTaj', 'explore']","['UseSupply(RedFire, Sand)', 'Move(Left)', 'GetSupply(ReservoirTaj)', 'NavigateTo(ReservoirTaj)', 'Explore()']","[True, True, False, True, True]",1.0,0.9,False
29,"['use supply Sand on RedFire_Region_6', 'use supply Sand on RedFire_Region_4', 'navigate to object ReservoirTaj', 'get supply ReservoirTaj', 'explore']","['UseSupply(RedFire, Sand)', 'UseSupply(RedFire, Sand)', 'NavigateTo(ReservoirTaj)', 'GetSupply(ReservoirTaj)', 'Explore()']","[False, True, True, True, True]",1.0,0.9,False
30,"['navigate to object RedFire_Region_1', 'use supply Water on RedFire_Region_6', 'get supply ReservoirTaj', 'use supply Sand on RedFire_Region_4', 'explore']","['NavigateTo(RedFire_Region_1)', 'UseSupply(RedFire, Water)', 'GetSupply(ReservoirTaj)', 'UseSupply(RedFire, Sand)', 'Explore()']","[True, False, True, True, True]",1.0,0.9,False
31,"['get supply ReservoirLibre', 'get supply ReservoirLibre', 'clear inventory, get supply ReservoirLibre', 'clear inventory, get supply ReservoirLibre', 'get supply ReservoirLibre']","['GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)']","[False, True, False, True, False]",1.0,0.9,False
32,"['navigate to ReservoirLibre', 'use supply Water on RedFire_Region_2', 'navigate to ReservoirLibre', 'use supply Water on RedFire_Region_3', 'navigate to ReservoirLibre']","['NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)', 'UseSupply(RedFire, Water)', 'NavigateTo(ReservoirLibre)']","[True, False, True, False, True]",1.0,0.9,False
33,"['get supply ReservoirLibre', 'navigate to object RedFire_Region_2', 'navigate to object RedFire_Region_16', 'navigate to object RedFire_Region_4', 'get supply ReservoirLibre']","['GetSupply(ReservoirLibre)', 'NavigateTo(RedFire_Region_2)', 'NavigateTo(RedFire_Region_1)', 'NavigateTo(RedFire_Region_1)', 'GetSupply(ReservoirLibre)']","[True, True, True, True, True]",1.0,0.9,False
34,"['use supply Water on RedFire_Region_5', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'get supply ReservoirLibre', 'use supply Water on RedFire_Region_7']","['UseSupply(RedFire, Water)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'GetSupply(ReservoirLibre)', 'UseSupply(RedFire, Water)']","[False, False, False, False, False]",1.0,0.9,False
